PODER,SECTOR,DEPARTAMENTO,PROVINCIA,DISTRITO,ENTIDAD
Municipalidades,Otros,ICA,NAZCA,NAZCA,Hospital de Apoyo de Nasca (HAN)
Municipalidades,Otros,LIMA,LIMA,LOS OLIVOS,HOSPITAL MUNICIPAL LOS OLIVOS (HMLO)
Municipalidades,Otros,NULL,NULL,NULL,I.E Isabel La Católica (I.E ILC)
Municipalidades,Otros,NULL,NULL,NULL,I.E. 1103 Elvira García y García (I.E. 1103)
Municipalidades,Otros,NULL,NULL,NULL,I.E. 1117 ANDRES AVELINO ARAMBURU (I.E. 1117 AAA)
Municipalidades,Otros,NULL,NULL,NULL,IEI 075 SANTA MARIA DE GUADALUPE (SMG)
Municipalidades,Otros,NULL,NULL,NULL,IESTP ANTENOR ORREOGO ESPINOZA (IESTP AOE)
Municipalidades,Otros,NULL,NULL,NULL,IESTP ARGENTINA (IESTP-A)
Municipalidades,Otros,NULL,NULL,NULL,IESTP ARTURO SABROSO MONTOYA (IESTP ASM)
Municipalidades,Otros,NULL,NULL,NULL,IESTP CARLOS CUETO FERNANDINI (IESTP_CCF)
Municipalidades,Otros,NULL,NULL,NULL,IESTP Gilda Liliana Ballivián Rosado (IESTP GLBR)
Municipalidades,Otros,NULL,NULL,NULL,IESTP JULIO CÉSAR TELLO (IESTP JCT)
Municipalidades,Otros,NULL,NULL,NULL,IESTP MANUEL AREVALO CACERES (iestp MAC)
Municipalidades,Otros,NULL,NULL,NULL,IESTP Manuel Seoane Corrales  (I.E.S.T.P )
Municipalidades,Otros,NULL,NULL,NULL,IESTP NACIONES UNIDAS (IESTP NN_UU)
Municipalidades,Otros,NULL,NULL,NULL,IESTP Ramiro Priale Priale  (IESTP RPP)
Municipalidades,Otros,NULL,NULL,NULL,IESTP SAN FRANCISCO DE ASIS (IESTP SFA)
Municipalidades,Otros,NULL,NULL,NULL,IESTP VILLA MARÍA (I.E.S.T.P. )
Municipalidades,Otros,PASCO,OXAPAMPA,OXAPAMPA,Inhabilitaciones del Poder Judicial
Municipalidades,Otros,LIMA,LIMA,LIMA,Instituto Catastral De Lima  (ICL)
Municipalidades,Otros,LIMA,LIMA,JESUS MARIA,Instituto Metropolitano de Planificación (IMP)
Municipalidades,Otros,LIMA,LIMA,LIMA,Instituto Metropolitano Protransporte de Lima (PROTRANSPORTE)
Municipalidades,Otros,HUANUCO,LEONCIO PRADO,RUPA-RUPA,INSTITUTO VIAL PROVINCIAL DE LEONCIO PRADO (IVP-LEONCIO PRADO)
Municipalidades,Otros,ICA,NAZCA,CHANGUILLO,Municipalidad  Distrital de Changuillo (MD-CHANGUILLO)
Municipalidades,Otros,ANCASH,HUARMEY,MALVAS,Municipalidad  Distrital de Malvas (MD-MALVAS)
Municipalidades,Otros,TACNA,TACNA,TACNA,Municipalidad C.P. Francisco Bolognesi (MCPfb)
Municipalidades,Otros,NULL,NULL,NULL,Municipalidad Centro Poblado Augusto B. Leguia (MCPABL)
Municipalidades,Otros,CAJAMARCA,JAEN,JAEN,Municipalidad Centro Poblado La Palma Central (MCPLPC)
Municipalidades,Otros,NULL,NULL,NULL,Municipalidad Centro Poblado Menor de Chequen (MCP-Chequén)
Municipalidades,Otros,NULL,NULL,NULL,Municipalidad Centro Poblado Pampas del Carmen (MCPPC)
Municipalidades,Otros,LIMA,LIMA,ATE,Municipalidad CP Santa María de Huachipa (MCPSMH)
Municipalidades,Otros,PUNO,PUNO,PUNO,Municipalidad del Centro Poblado de Salcedo (CP-SALCEDO)
Municipalidades,Otros,PIURA,HUANCABAMBA,CANCHAQUE,Municipalidad del centro poblado menor Los Ranchos (CPM-LOS RANCHOS)
Municipalidades,Otros,Apurimac,AYMARAES,LUCRE,Municipalidad Distrital  de Lucre (MD-LUCRE)
Municipalidades,Otros,LA LIBERTAD,GRAN CHIMU,MARMOT,Municipalidad Distrital  de Marmot (MD-MARMOT)
Municipalidades,Otros,Apurimac,AYMARAES,TAPAIRIHUA,Municipalidad Distrital  de Tapairihua (MD-TAPAIRIHUA)
Municipalidades,Otros,Apurimac,GRAU,TURPAY,Municipalidad Distrital  de Turpay (MDTurpay)
Municipalidades,Otros,Amazonas,BONGARA,YAMBRASBAMBA,Municipalidad Distrital  de Yambrasbamba (MDY)
Municipalidades,Otros,Amazonas,UTCUBAMBA,YAMON,Municipalidad Distrital  de Yamon (MD-YAMON)
Municipalidades,Otros,MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,Municipalidad Distrital  de Yunga (MD-YUNGA)
Municipalidades,Otros,Arequipa,AREQUIPA,JACOBO HUNTER,Municipalidad Distrital  Jacobo Hunter - Arequipa (MDJH)
Municipalidades,Otros,Amazonas,CHACHAPOYAS,MARISCAL CASTILLA,Municipalidad Distrital  Mariscal Castilla (MD-MCASTILLA)
Municipalidades,Otros,AYACUCHO,HUAMANGA,NULL,Municipalidad Distrital Andres Avelino Caceres Dorregaray (MDAACD)
Municipalidades,Otros,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,Municipalidad Distrital Crnl. Gregorio Albarracín­ Lanchipa (MD-CGAL)
Municipalidades,Otros,Arequipa,CAYLLOMA,ACHOMA,Municipalidad Distrital de  Achoma (MD-ACHOMA)
Municipalidades,Otros,Ayacucho,VICTOR FAJARDO,ASQUIPATA,Municipalidad Distrital de  Asquipata (M.D.A)
Municipalidades,Otros,LIMA,HUAROCHIRI,CHICLA,Municipalidad Distrital de  Chicla (MDCH)
Municipalidades,Otros,LIMA,YAUYOS,MIRAFLORES,Municipalidad Distrital de  Miraflores (MDM/Y)
Municipalidades,Otros,JUNIN,TARMA,SAN PEDRO DE CAJAS,Municipalidad Distrital de  San Pedro de Cajas (MDSPC)
Municipalidades,Otros,LORETO,REQUENA,SAQUENA,Municipalidad Distrital de  Saquena
Municipalidades,Otros,LA LIBERTAD,SANCHEZ CARRION,SARIN,Municipalidad Distrital de  Sarin (MD-SARIN)
Municipalidades,Otros,ICA,ICA,SUBTANJALLA,Municipalidad Distrital de  Subtanjalla (MDSubtanjalla)
Municipalidades,Otros,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,Municipalidad Distrital de Abelardo Pardo  Lezameta (MD-APL)
Municipalidades,Otros,Arequipa,CARAVELI,ACARI,Municipalidad Distrital de Acari (MDAcari)
Municipalidades,Otros,Ancash,OCROS,ACAS,Municipalidad Distrital de Acas (MD-Acas)
Municipalidades,Otros,Cusco,PARURO,ACCHA,Municipalidad Distrital de Accha (MD-ACCHA)
Municipalidades,Otros,Ayacucho,VILCAS HUAMAN,ACCOMARCA,Municipalidad Distrital de Accomarca (MDAccomarca)
Municipalidades,Otros,PUNO,AZANGARO,ACHAYA,Municipalidad Distrital de Achaya (MD-ACHAYA)
Municipalidades,Otros,ANCASH,CORONGO,ACO,Municipalidad Distrital de Aco - Ancash (MD-ACO)
Municipalidades,Otros,JUNIN,CONCEPCION,ACO,Municipalidad Distrital de Aco - Junin (MD-ACO)
Municipalidades,Otros,JUNIN,TARMA,ACOBAMBA,Municipalidad Distrital de Acobamba (MDA)
Municipalidades,Otros,ANCASH,SIHUAS,ACOBAMBA,Municipalidad Distrital de Acobamba - Ancash (MD - ACOBAMBA)
Municipalidades,Otros,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,Municipalidad Distrital de Acobambilla (MD-ACOBAMBILLA)
Municipalidades,Otros,Ancash,ASUNCION,ACOCHACA,Municipalidad Distrital de Acochaca (MD-ACOCHACA)
Municipalidades,Otros,Ayacucho,HUAMANGA,ACOCRO,Municipalidad Distrital de Acocro (MD-Acocro)
Municipalidades,Otros,JUNIN,JAUJA,ACOLLA,Municipalidad Distrital de Acolla (MD-ACOLLA)
Municipalidades,Otros,ANCASH,CARHUAZ,ACOPAMPA,Municipalidad Distrital de Acopampa (MDAcopampa)
Municipalidades,Otros,Cusco,ACOMAYO,ACOPIA,Municipalidad Distrital de Acopia (MDA)
Municipalidades,Otros,PUNO,PUNO,ACORA,Municipalidad Distrital de Acora (MDAcora)
Municipalidades,Otros,HUANCAVELICA,HUANCAVELICA,ACORIA,Municipalidad Distrital de Acoria (MD-ACORIA)
Municipalidades,Otros,Cusco,ACOMAYO,ACOS,Municipalidad Distrital de Acos (MDA)
Municipalidades,Otros,Ayacucho,HUAMANGA,ACOS VINCHOS,Municipalidad Distrital de Acos Vinchos (MD-ACOSV)
Municipalidades,Otros,HUANCAVELICA,TAYACAJA,ACOSTAMBO,Municipalidad Distrital de Acostambo (MD-ACOSTAMBO)
Municipalidades,Otros,HUANCAVELICA,TAYACAJA,ACRAQUIA,Municipalidad Distrital de Acraquia (MD-ACRAQUIA)
Municipalidades,Otros,Ancash,ANTONIO RAYMONDI,ACZO,Municipalidad Distrital de Aczo (MD-ACZO)
Municipalidades,Otros,LA LIBERTAD,OTUZCO,AGALLPAMPA,Municipalidad Distrital de Agallpampa (MD-AGALLPAMPA)
Municipalidades,Otros,SAN MARTIN,EL DORADO,AGUA BLANCA,Municipalidad Distrital de Agua Blanca (MDAB)
Municipalidades,Otros,TUMBES,ZARUMILLA,AGUAS VERDES,Municipalidad Distrital de Aguas Verdes (MD-AguasVerdes)
Municipalidades,Otros,JUNIN,CHUPACA,AHUAC,Municipalidad Distrital de Ahuac (MD-AHUAC)
Municipalidades,Otros,HUANCAVELICA,TAYACAJA,AHUAYCHA,Municipalidad Distrital de Ahuaycha (MD-AHUAYCHA)
Municipalidades,Otros,PUNO,CARABAYA,AJOYANI,Municipalidad Distrital de Ajoyani (MDA)
Municipalidades,Otros,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,Municipalidad Distrital de Alberto Leveau (MDAL)
Municipalidades,Otros,Arequipa,LA UNION,ALCA,Municipalidad Distrital de Alca (MD - ALCA)
Municipalidades,Otros,Ayacucho,VICTOR FAJARDO,ALCAMENCA,Municipalidad Distrital de Alcamenca (MD-ALCAMENCA)
Municipalidades,Otros,ANCASH,SIHUAS,ALFONSO UGARTE,Municipalidad Distrital de Alfonso Ugarte (MD-AU)
Municipalidades,Otros,LIMA,YAUYOS,ALIS,Municipalidad Distrital de Alis (MD-ALIS)
Municipalidades,Otros,SAN MARTIN,NULL,NULL,Municipalidad Distrital de Alonso de Alvarado (MDAA)
Municipalidades,Otros,SAN MARTIN,BELLAVISTA,ALTO BIAVO,Municipalidad Distrital de Alto Biavo (MD-AltoBiavo)
Municipalidades,Otros,TACNA,TACNA,ALTO DE LA ALIANZA,Municipalidad Distrital de Alto de la Alianza (MDAA)
Municipalidades,Otros,PUNO,SANDIA,ALTO INAMBARI,Municipalidad Distrital de Alto Inambari (MD-AI)
Municipalidades,Otros,ICA,CHINCHA,ALTO LARAN,Municipalidad Distrital de Alto Laran (munialtolaran)
Municipalidades,Otros,LORETO,MAYNAS,ALTO NANAY,Municipalidad Distrital de Alto Nanay (MD-AN)
Municipalidades,Otros,Cusco,ESPINAR,ALTO PICHIGUA,Municipalidad Distrital de Alto Pichigua (MD-AP)
Municipalidades,Otros,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,Municipalidad Distrital de Alto Saposoa (mph-s)
Municipalidades,Otros,Arequipa,AREQUIPA,ALTO SELVA ALEGRE,Municipalidad Distrital de Alto Selva Alegre (MDASA)
Municipalidades,Otros,LORETO,REQUENA,ALTO TAPICHE,Municipalidad Distrital de Alto Tapiche (MD-AT)
Municipalidades,Otros,PUNO,PUNO,AMANTANI,Municipalidad Distrital de Amantani (MDAP)
Municipalidades,Otros,HUANUCO,HUANUCO,AMARILIS,Municipalidad Distrital de Amarilis (MD-Amarilis)
Municipalidades,Otros,ANCASH,CARHUAZ,AMASHCA,Municipalidad Distrital de Amashca (MD-AMASHCA)
Municipalidades,Otros,LIMA,HUAURA,AMBAR,Municipalidad Distrital de Ambar (MDA)
Municipalidades,Otros,PIURA,PAITA,AMOTAPE,Municipalidad Distrital de Amotape (MD.AMOTAPE)
Municipalidades,Otros,PUNO,SAN ANTONIO DE PUTINA,ANANEA,Municipalidad Distrital de Ananea (MDA)
Municipalidades,Otros,PUNO,YUNGUYO,ANAPIA,Municipalidad Distrital de Anapia (MD-ANAPIA)
Municipalidades,Otros,Cusco,ANTA,ANCAHUASI,Municipalidad Distrital de Ancahuasi (MD-Ancahuasi)
Municipalidades,Otros,HUANCAVELICA,ANGARAES,ANCHONGA,Municipalidad Distrital de Anchonga (MD-Anchonga)
Municipalidades,Otros,HUANCAVELICA,CHURCAMPA,ANCO,Municipalidad Distrital de Anco (MD-ANCO)
Municipalidades,Otros,AYACUCHO,LA MAR,ANCO,Municipalidad Distrital de Anco - La Mar - Ayacucho (MD-Anco)
Municipalidades,Otros,Apurimac,CHINCHEROS,ANCO-HUALLO,Municipalidad Distrital de Anco Huallo - Uripa (MDAH)
Municipalidades,Otros,LIMA,LIMA,ANCON,Municipalidad Distrital de Ancon (MDA)
Municipalidades,Otros,HUANCAVELICA,ACOBAMBA,ANDABAMBA,Municipalidad Distrital de Andabamba (MDA)
Municipalidades,Otros,CAJAMARCA,SANTA CRUZ,ANDABAMBA,Municipalidad Distrital de Andabamba - Cajamarca (MD-ANDABAMBA)
Municipalidades,Otros,Arequipa,CASTILLA,ANDAGUA,Municipalidad Distrital de Andagua (MD-ANDAGUA)
Municipalidades,Otros,Cusco,QUISPICANCHI,ANDAHUAYLILLAS,Municipalidad Distrital de Andahuaylillas (MDA)
Municipalidades,Otros,LIMA,OYON,ANDAJES,Municipalidad Distrital de Andajes (MD-Andajes)
Municipalidades,Otros,JUNIN,CONCEPCION,ANDAMARCA,Municipalidad Distrital de Andamarca (MD-ANDAMARCA)
Municipalidades,Otros,Apurimac,ANDAHUAYLAS,ANDARAPA,Municipalidad Distrital de Andarapa (MD-Andarapa)
Municipalidades,Otros,Arequipa,CONDESUYOS,ANDARAY,Municipalidad Distrital de Andaray (MD-ANDARAY)
Municipalidades,Otros,LORETO,Datem del Maranón,Andoas,Municipalidad Distrital de ANDOAS (MD-ANDOAS)
Municipalidades,Otros,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,Municipalidad Distrital de Angasmarca (MDA)
Municipalidades,Otros,Cajamarca,CHOTA,ANGUIA,Municipalidad Distrital de Anguia (MDA)
Municipalidades,Otros,ANCASH,HUARI,ANRA,Municipalidad Distrital de Anra (MD-ANRA)
Municipalidades,Otros,ANCASH,CARHUAZ,ANTA,Municipalidad Distrital de Anta - Ancash (MD-Anta)
Municipalidades,Otros,HUANCAVELICA,ACOBAMBA,ANTA,Municipalidad Distrital de Anta - Huancavelica (MD-Anta)
Municipalidades,Otros,PUNO,MELGAR,ANTAUTA,Municipalidad Distrital de Antauta (MD-ANTAUTA)
Municipalidades,Otros,LIMA,HUAROCHIRI,ANTIOQUIA,Municipalidad Distrital de Antioquia (MD-ANTIOQUIA)
Municipalidades,Otros,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,Municipalidad Distrital de Antonio Raymondi (MDAR)
Municipalidades,Otros,HUANUCO,YAROWILCA,Aparicio Pomares,Municipalidad Distrital de Aparicio Pomares (MD-AparicioPomares)
Municipalidades,Otros,JUNIN,JAUJA,APATA,Municipalidad Distrital de Apata (MD-APATA)
Municipalidades,Otros,Ayacucho,VICTOR FAJARDO,APONGO,Municipalidad Distrital de Apongo (MDApongo)
Municipalidades,Otros,Ancash,BOLOGNESI,AQUIA,Municipalidad Distrital de Aquia (MD-AQUIA)
Municipalidades,Otros,LIMA,CANTA,ARAHUAY,Municipalidad Distrital de Arahuay (MD-ARAHUAY)
Municipalidades,Otros,AMAZONAS,BAGUA,ARAMANGO,Municipalidad Distrital de Aramango (MD-Aramango)
Municipalidades,Otros,HUANUCO,HUAMALIES,ARANCAY,Municipalidad Distrital de Arancay (MD-Arancay)
Municipalidades,Otros,PUNO,AZANGARO,ARAPA,Municipalidad Distrital de Arapa (ARAPA)
Municipalidades,Otros,HUANCAVELICA,CASTROVIRREYNA,ARMA,Municipalidad Distrital de Arma (MD-Arma)
Municipalidades,Otros,HUANCAVELICA,HUANCAVELICA,ASCENSION,Municipalidad Distrital De Ascensión  (MD-Ascensión)
Municipalidades,Otros,LIMA,CAÑETE,ASIA,Municipalidad Distrital de Asia (MDA)
Municipalidades,Otros,PUNO,AZANGARO,ASILLO,Municipalidad Distrital de Asillo (MD -ASILLO)
Municipalidades,Otros,Cajamarca,CAJAMARCA,ASUNCION,Municipalidad Distrital de Asunción (M. D. A.)
Municipalidades,Otros,AMAZONAS,CHACHAPOYAS,ASUNCION,Municipalidad Distrital de Asunción - Amazonas (MP-ASUNCION)
Municipalidades,Otros,ANCASH,CARHUAZ,ATAQUERO,Municipalidad Distrital de Ataquero (MD-ATAQUERO)
Municipalidades,Otros,JUNIN,JAUJA,ATAURA,Municipalidad Distrital de Ataura (MD-ATAURA)
Municipalidades,Otros,LIMA,HUARAL,ATAVILLOS ALTO,Municipalidad Distrital de Atavillos Alto (MDAA)
Municipalidades,Otros,LIMA,HUARAL,ATAVILLOS BAJO,Municipalidad Distrital de Atavillos Bajo (MDAB)
Municipalidades,Otros,LIMA,LIMA,ATE,Municipalidad Distrital de Ate (MuniAte)
Municipalidades,Otros,Arequipa,CARAVELI,ATICO,Municipalidad Distrital de Atico (MDAtico)
Municipalidades,Otros,Arequipa,CARAVELI,ATIQUIPA,Municipalidad Distrital de Atiquipa (MD - ATIQUIPA)
Municipalidades,Otros,PUNO,PUNO,ATUNCOLLA,Municipalidad Distrital de Atuncolla (MuniAtuncolla)
Municipalidades,Otros,LIMA,HUARAL,AUCALLAMA,Municipalidad Distrital de Aucallama (MD-AUCALLAMA)
Municipalidades,Otros,AYACUCHO,LUCANAS,AUCARA,Municipalidad Distrital de Aucara (MDA)
Municipalidades,Otros,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,Municipalidad Distrital de Aurahua (MD-Aurahua)
Municipalidades,Otros,SAN MARTIN,RIOJA,AWAJUN,Municipalidad Distrital de Awajun (MDA)
Municipalidades,Otros,AYACUCHO,HUANTA,AYAHUANCO,Municipalidad Distrital de Ayahuanco (MD-Ayahuanco)
Municipalidades,Otros,PUNO,CARABAYA,AYAPATA,Municipalidad Distrital de Ayapata (MD-Ayapata)
Municipalidades,Otros,LIMA,YAUYOS,AYAUCA,Municipalidad Distrital de Ayauca (MD-Ayauca)
Municipalidades,Otros,HUANCAVELICA,HUAYTARA,AYAVI,Municipalidad Distrital de Ayavi (MD-Ayavi)
Municipalidades,Otros,LIMA,YAUYOS,AYAVIRI,Municipalidad Distrital de Ayaviri (Mun. Dist. Ayavirí)
Municipalidades,Otros,Ayacucho,LA MAR,AYNA,Municipalidad Distrital de Ayna (MD-Ayna)
Municipalidades,Otros,Arequipa,CASTILLA,AYO,Municipalidad Distrital de Ayo (MD-Ayo)
Municipalidades,Otros,LIMA,YAUYOS,AZANGARO,Municipalidad Distrital de Azangaro - Yauyos (MD-Azangaro)
Municipalidades,Otros,SAN MARTIN,BELLAVISTA,BAJO BIAVO,Municipalidad Distrital de Bajo Biavo (MD-BajoBiavo)
Municipalidades,Otros,LORETO,ALTO AMAZONAS,BALSAPUERTO,Municipalidad Distrital de Balsapuerto (MD-Balsapuerto)
Municipalidades,Otros,Amazonas,CHACHAPOYAS,BALSAS,Municipalidad Distrital de Balsas (MD-BALSAS)
Municipalidades,Otros,LA LIBERTAD,BOLIVAR,BAMBAMARCA,Municipalidad Distrital de Bambamarca (MD-Bambamarca)
Municipalidades,Otros,ANCASH,CORONGO,BAMBAS,Municipalidad Distrital de Bambas (MD-Bambas)
Municipalidades,Otros,HUANUCO,LAURICOCHA,BAÑOS,Municipalidad Distrital de Baños (MD-Baños)
Municipalidades,Otros,LIMA,LIMA,BARRANCO,Municipalidad Distrital de Barranco (MD-BARRANCO)
Municipalidades,Otros,SAN MARTIN,LAMAS,BARRANQUITA,Municipalidad Distrital de Barranquita (MDBaranquita)
Municipalidades,Otros,Ayacucho,SUCRE,BELEN,Municipalidad Distrital de Belén - Ayacucho (MD-BELEN)
Municipalidades,Otros,LORETO,MAYNAS,BELEN,Municipalidad Distrital de Belén - Loreto (MDB-BELEN)
Municipalidades,Otros,Arequipa,CARAVELI,BELLA UNION,Municipalidad Distrital de Bella Unión (MDBellaUnion)
Municipalidades,Otros,Cajamarca,JAEN,BELLAVISTA,Municipalidad Distrital de Bellavista (MDB)
Municipalidades,Otros,Callao,CALLAO,BELLAVISTA,Municipalidad Distrital de Bellavista - Callao (MUDIBE)
Municipalidades,Otros,PIURA,SECHURA,BELLAVISTA DE LA UNION,Municipalidad Distrital de Bellavista de la Unión (MDBLU-S.)
Municipalidades,Otros,PIURA,SULLANA,BELLAVISTA,Municipalidad Distrital de Bellavista-Sullana (MDS)
Municipalidades,Otros,PIURA,SECHURA,BERNAL,Municipalidad Distrital de Bernal (MD-Bernal)
Municipalidades,Otros,Cajamarca,SAN MIGUEL,BOLIVAR,Municipalidad Distrital de Bolivar (MD.B)
Municipalidades,Otros,ANCASH,PALLASCA,BOLOGNESI,Municipalidad Distrital de Bolognesi (MD-BOLOGNESI)
Municipalidades,Otros,LIMA,LIMA,BREÑA,Municipalidad Distrital de Breña (MD-BREÑA)
Municipalidades,Otros,ANCASH,CASMA,BUENA VISTA ALTA,Municipalidad Distrital de Buenavista Alta (MDBA)
Municipalidades,Otros,PIURA,MORROPON,BUENOS AIRES,Municipalidad Distrital de Buenos Aires (MDBA)
Municipalidades,Otros,SAN MARTIN,PICOTA,BUENOS AIRES,Municipalidad Distrital de Buenos Aires - SAN MARTIN (MDBA)
Municipalidades,Otros,LA LIBERTAD,PATAZ,BULDIBUYO,Municipalidad Distrital de Buldibuyo (MD-Buldibuyo)
Municipalidades,Otros,AYACUCHO,LUCANAS,CABANA,Municipalidad Distrital de Cabana (MDC)
Municipalidades,Otros,PUNO,SAN ROMAN,CABANA,Municipalidad Distrital de Cabana - Puno (MD - CABANA)
Municipalidades,Otros,Arequipa,CAYLLOMA,CABANACONDE,Municipalidad Distrital de Cabanaconde (MDCabanaconde)
Municipalidades,Otros,PUNO,LAMPA,CABANILLA,Municipalidad Distrital de Cabanilla (MDC)
Municipalidades,Otros,PUNO,SAN ROMAN,CABANILLAS,Municipalidad Distrital de Cabanillas (MD-Cabanillas)
Municipalidades,Otros,SAN MARTIN,SAN MARTIN,CACATACHI,Municipalidad Distrital de Cacatachi (MD-Cacatachi)
Municipalidades,Otros,ANCASH,SANTA,CACERES DEL PERU,Municipalidad Distrital de Caceres del Perú (MDCP)
Municipalidades,Otros,Cajamarca,CAJABAMBA,CACHACHI,Municipalidad Distrital de Cachachi (MD - CACHACHI)
Municipalidades,Otros,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,Municipalidad Distrital de Cachicadan (MD-CACHICADAN)
Municipalidades,Otros,Cusco,ANTA,CACHIMAYO,Municipalidad Distrital de Cachimayo (MD-Cachimayo)
Municipalidades,Otros,LIMA,YAUYOS,CACRA,Municipalidad Distrital de Cacra (MD-Cacra)
Municipalidades,Otros,HUANUCO,YAROWILCA,CAHUAC,Municipalidad Distrital de Cahuac (MDC/Y)
Municipalidades,Otros,Arequipa,CARAVELI,CAHUACHO,Municipalidad Distrital de Cahuacho (MD-Cahuacho)
Municipalidades,Otros,LORETO,Datem del Maranón,Cahuapanas,Municipalidad Distrital de Cahuapanas (MD-CAHUAPANAS)
Municipalidades,Otros,Cusco,PAUCARTAMBO,CAICAY,Municipalidad Distrital de Caicay
Municipalidades,Otros,TACNA,CANDARAVE,CAIRANI,Municipalidad Distrital de Cairani
Municipalidades,Otros,HUANCAVELICA,ACOBAMBA,CAJA,Municipalidad Distrital de Caja (MD-Caja)
Municipalidades,Otros,Ancash,BOLOGNESI,CAJACAY,Municipalidad Distrital de Cajacay (MDCajacay)
Municipalidades,Otros,Ancash,OCROS,CAJAMARQUILLA,Municipalidad Distrital de Cajamarquilla (MD-CAJAMARQUILLA)
Municipalidades,Otros,Amazonas,UTCUBAMBA,CAJARURO,Municipalidad Distrital de Cajaruro (MDC)
Municipalidades,Otros,ANCASH,HUARI,CAJAY,Municipalidad Distrital de Cajay (MD-CAJAY)
Municipalidades,Otros,LA LIBERTAD,JULCAN,CALAMARCA,Municipalidad Distrital de Calamarca
Municipalidades,Otros,TACNA,TACNA,CALANA,Municipalidad Distrital de Calana (MDCalana)
Municipalidades,Otros,LIMA,CAÑETE,CALANGO,Municipalidad Distrital de Calango (MDC)
Municipalidades,Otros,PUNO,LAMPA,CALAPUJA,Municipalidad Distrital de Calapuja
Municipalidades,Otros,LIMA,HUAURA,CALETA DE CARQUIN,Municipalidad Distrital de Caleta de Carquin (MDCC - CARQUIN)
Municipalidades,Otros,LIMA,HUAROCHIRI,CALLAHUANCA,Municipalidad Distrital de Callahuanca (MDC)
Municipalidades,Otros,Arequipa,CAYLLOMA,CALLALLI,Municipalidad Distrital de Callalli
Municipalidades,Otros,HUANCAVELICA,ANGARAES,CALLANMARCA,Municipalidad Distrital de Callanmarca
Municipalidades,Otros,Cajamarca,CUTERVO,CALLAYUC,Municipalidad Distrital de Callayuc (MDCallayuc)
Municipalidades,Otros,Cajamarca,SAN MIGUEL,CALQUIS,Municipalidad Distrital de Calquis (MDC)
Municipalidades,Otros,SAN MARTIN,MOYOBAMBA,CALZADA,Municipalidad Distrital de Calzada (M.D.C)
Municipalidades,Otros,Cusco,QUISPICANCHI,CAMANTI,Municipalidad Distrital de Camanti
Municipalidades,Otros,TACNA,CANDARAVE,CAMILACA,Municipalidad Distrital de Camilaca (MD-CAMILACA)
Municipalidades,Otros,PUNO,AZANGARO,CAMINACA,Municipalidad Distrital de Caminaca
Municipalidades,Otros,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,Municipalidad Distrital de Campanilla
Municipalidades,Otros,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,Municipalidad Distrital de Campo Verde (MDCV)
Municipalidades,Otros,Amazonas,LUYA,CAMPORREDONDO,Municipalidad Distrital de Camporredondo (MD-CAMPORREDONDO)
Municipalidades,Otros,Ayacucho,VICTOR FAJARDO,CANARIA,Municipalidad Distrital de Canaria
Municipalidades,Otros,AYACUCHO,HUANTA,Canayre,Municipalidad Distrital de Canayre (MDC)
Municipalidades,Otros,HUANUCO,HUACAYBAMBA,CANCHABAMBA,Municipalidad Distrital de Canchabamba (MD-Canchabamba)
Municipalidades,Otros,PIURA,HUANCABAMBA,CANCHAQUE,Municipalidad Distrital de Canchaque (MD - CANCHAQUE)
Municipalidades,Otros,JUNIN,JAUJA,CANCHAYLLO,Municipalidad Distrital de Canchayllo
Municipalidades,Otros,Ancash,BOLOGNESI,CANIS,Municipalidad Distrital de Canis (MD-CANIS)
Municipalidades,Otros,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,Municipalidad Distrital de Canoas de Punta Sal (MDCPS)
Municipalidades,Otros,PUNO,PUNO,CAPACHICA,Municipalidad Distrital de Capachica (MD-Capachica)
Municipalidades,Otros,Cusco,CHUMBIVILCAS,CAPACMARCA,Municipalidad Distrital de Capacmarca
Municipalidades,Otros,PUNO,EL COLLAO,CAPASO,Municipalidad Distrital de Capaso (MDC)
Municipalidades,Otros,Apurimac,AYMARAES,CAPAYA,Municipalidad Distrital de Capaya (MDCapaya)
Municipalidades,Otros,LORETO,REQUENA,CAPELO,Municipalidad Distrital de Capelo (MDC)
Municipalidades,Otros,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,Municipalidad Distrital de Capillas (MD-Capillas)
Municipalidades,Otros,LA LIBERTAD,JULCAN,CARABAMBA,Municipalidad Distrital de Carabamba (MD-Carabamba)
Municipalidades,Otros,LIMA,LIMA,CARABAYLLO,Municipalidad Distrital de Carabayllo (MD-CARABAYLLO)
